Player,Stat Type,Prop Team,Home vs. Away,Expected Value,Prop Line,Probability Over,Probability Under,Max Probability
Devin Vassell,points,PHX,0,14.96193495624947,16.5,0.348184372879327,0.651815627120673,0.651815627120673
Santi Aldama,points,IND,1,12.526594092001066,11.5,0.6514871653006085,0.34851283469939154,0.6514871653006085
Josh Giddey,assists,NYK,1,6.367244474218987,5.5,0.6502277095142303,0.34977229048576974,0.6502277095142303
Aaron Nesmith,rebounds,MEM,0,3.2895581579491693,2.5,0.649068261431002,0.35093173856899795,0.649068261431002
T.J. McConnell,assists,MEM,0,5.337705161205979,4.5,0.6483998143161966,0.35160018568380336,0.6483998143161966
Georges Niang,rebounds,ORL,0,3.829327228444173,4.5,0.35178649250995386,0.6482135074900461,0.6482135074900461
Lonzo Ball,rebounds,NYK,1,4.262306770031794,3.5,0.6473125910789184,0.35268740892108164,0.6473125910789184
Jarrett Allen,assists,BKN,1,2.0627761988472066,1.5,0.6462382537086042,0.3537617462913958,0.6462382537086042
Goga Bitadze,assists,ATL,1,2.184435656755366,1.5,0.6461026881711028,0.35389731182889717,0.6461026881711028
Tyrese Maxey,assists,BOS,0,6.352013860033951,5.5,0.6451838710756519,0.3548161289243481,0.6451838710756519
Precious Achiuwa,assists,CHI,0,1.0058707313629889,1.5,0.3566010922036923,0.6433989077963077,0.6433989077963077
Quentin Grimes,points,BOS,0,13.663577899113841,11.5,0.6431321322750158,0.35686786772498424,0.6431321322750158
Keon Johnson,points,CLE,0,10.898568902264334,12.5,0.3576683689856712,0.6423316310143288,0.6423316310143288
Guerschon Yabusele,assists,BOS,0,2.16190093777811,1.5,0.6418887091930727,0.35811129080692733,0.6418887091930727
Paul George,assists,BOS,0,4.155000831455796,3.5,0.6385440329372429,0.36145596706275707,0.6385440329372429
Ayo Dosunmu,points,NYK,1,13.774709345927766,12.5,0.6378670409635109,0.3621329590364891,0.6378670409635109
Devin Booker,rebounds,SAS,1,3.9478312126975275,4.5,0.36286167489166243,0.6371383251083376,0.6371383251083376
Nick Richards,rebounds,SAS,1,8.504802828173109,9.5,0.3629708456814126,0.6370291543185874,0.6370291543185874
Cole Anthony,assists,ATL,1,3.091067248784853,2.5,0.636297510996325,0.36370248900367497,0.636297510996325
Jamal Murray,rebounds,CHA,0,4.0217722352429455,3.5,0.6346617141472346,0.3653382858527654,0.6346617141472346
