Player,Current Team,Home Team,Away Team,Stat Type,Prop Line,Higher Payout,Lower Payout
Kyrie Irving,GSW,DAL,GSW,period_1_pts_rebs_asts,9.5,1,1
Kyrie Irving,GSW,DAL,GSW,rebounds,5.5,1,1
PJ Washington,GSW,DAL,GSW,points,15.5,1,1
PJ Washington,GSW,DAL,GSW,pts_rebs_asts,27.5,1,1
PJ Washington,GSW,DAL,GSW,rebounds,8.5,1,1
PJ Washington,GSW,DAL,GSW,period_1_pts_rebs_asts,8.5,1,1
Buddy Hield,GSW,DAL,GSW,points,15.5,1,1
Buddy Hield,GSW,DAL,GSW,pts_rebs_asts,22.5,1,1
Buddy Hield,GSW,DAL,GSW,rebounds,4.5,1,1
Buddy Hield,GSW,DAL,GSW,assists,2.5,1,1
Kawhi Leonard,LAC,LAC,MEM,points,18.5,1,1
Kawhi Leonard,LAC,LAC,MEM,pts_rebs_asts,28.5,1,1
Kawhi Leonard,LAC,LAC,MEM,assists,2.5,1,1
Kawhi Leonard,LAC,LAC,MEM,period_1_pts_rebs_asts,6.5,1,1
James Harden,LAC,LAC,MEM,points,22.5,1,1
James Harden,LAC,LAC,MEM,pts_rebs_asts,38.5,1,1
James Harden,LAC,LAC,MEM,rebounds,5.5,1,1
James Harden,LAC,LAC,MEM,period_1_pts_rebs_asts,13.5,1,1
Zach Edey,LAC,LAC,MEM,points,7.5,1,1
Zach Edey,LAC,LAC,MEM,pts_rebs_asts,15.5,1,1
Zach Edey,LAC,LAC,MEM,rebounds,7.5,1,1
Zach Edey,LAC,LAC,MEM,assists,0.5,1,1
Jaren Jackson Jr.,LAC,LAC,MEM,points,21.5,1,1
Jaren Jackson Jr.,LAC,LAC,MEM,pts_rebs_asts,30.5,1,1
Jaren Jackson Jr.,LAC,LAC,MEM,period_1_points,4.5,1,1
Jaren Jackson Jr.,LAC,LAC,MEM,rebounds,5.5,1,1
Norman Powell,LAC,LAC,MEM,points,22.5,1,1
Norman Powell,LAC,LAC,MEM,pts_rebs_asts,29.5,1,1
Norman Powell,LAC,LAC,MEM,rebounds,3.5,1,1
Norman Powell,LAC,LAC,MEM,period_1_pts_rebs_asts,6.5,1,1
Ja Morant,LAC,LAC,MEM,points,21.5,1,1
Ja Morant,LAC,LAC,MEM,pts_rebs_asts,33.5,1,1
Ja Morant,LAC,LAC,MEM,period_1_points,4.5,1,1
Ja Morant,LAC,LAC,MEM,assists,6.5,1,1
Desmond Bane,LAC,LAC,MEM,points,18.5,1,1
Desmond Bane,LAC,LAC,MEM,pts_rebs_asts,30.5,1,1
Desmond Bane,LAC,LAC,MEM,rebounds,5.5,1,1
Desmond Bane,LAC,LAC,MEM,period_1_pts_rebs_asts,8.5,1,1
Ivica Zubac,LAC,LAC,MEM,points,15.5,1,1
Ivica Zubac,LAC,LAC,MEM,pts_rebs_asts,30.5,1,1
Ivica Zubac,LAC,LAC,MEM,rebounds,12.5,1,1
Ivica Zubac,LAC,LAC,MEM,period_1_points,4.5,1,1
Derrick Jones Jr.,LAC,LAC,MEM,points,10.5,1,1
Derrick Jones Jr.,LAC,LAC,MEM,pts_rebs_asts,15.5,1,1
Derrick Jones Jr.,LAC,LAC,MEM,rebounds,3.5,1,1
Derrick Jones Jr.,LAC,LAC,MEM,period_1_points,2.5,1,1
Jaylen Wells,LAC,LAC,MEM,points,7.5,1,1
Jaylen Wells,LAC,LAC,MEM,pts_rebs_asts,11.5,1,1
Jaylen Wells,LAC,LAC,MEM,rebounds,2.5,1,1
Jaylen Wells,LAC,LAC,MEM,assists,1.5,1,1
