SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300060,2023-11-28T00:00:00,GSW @ SAC,L,37.055,8,20,0.4,4,12,0.333,9,9,1.0,3,7,10,6,5,0,1,2,5,8,29,7,48.0,1,0,51.0,1,44,44,44,6,38,31,43,40,34,48,4,5,1,1,4,3,20,5,40,5,64,72,1,29,27,19,1,1,17,1,37:03
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300051,2023-11-24T00:00:00,GSW vs. SAS,W,34.81666666666667,11,20,0.55,7,14,0.5,6,6,1.0,0,3,3,6,6,1,0,1,2,5,35,4,44.6,0,0,53.0,1,1,1,1,20,17,31,15,9,17,17,16,18,1,29,43,47,20,3,11,24,40,41,14,11,34,27,8,1,12,1,34:49
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300236,2023-11-22T00:00:00,GSW @ PHX,L,27.706666666666667,6,15,0.4,1,8,0.125,3,3,1.0,0,3,3,6,2,0,0,1,2,2,16,-17,26.6,0,0,26.0,1,44,44,44,69,56,58,43,69,61,70,40,44,1,29,43,47,20,40,40,24,40,41,51,63,70,64,8,1,67,1,27:42
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300224,2023-11-20T00:00:00,GSW vs. HOU,W,34.78333333333333,8,14,0.571,5,9,0.556,11,12,0.917,0,5,5,1,4,0,0,0,2,6,32,-3,35.5,0,0,43.0,1,1,1,1,21,38,64,12,30,53,13,1,1,49,29,18,24,68,9,40,24,1,41,8,18,49,50,8,1,38,1,34:47
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300207,2023-11-18T00:00:00,GSW vs. OKC,L,40.266666666666666,8,21,0.381,5,11,0.455,4,4,1.0,0,7,7,3,2,0,0,3,2,3,25,0,35.9,0,0,40.0,1,44,44,44,4,38,26,49,30,39,25,31,33,1,29,4,8,56,40,40,24,71,41,33,42,40,49,8,1,50,1,40:16
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300186,2023-11-12T00:00:00,GSW vs. MIN,L,36.13166666666667,11,25,0.44,5,13,0.385,11,12,0.917,1,4,5,3,5,1,0,1,2,6,38,-4,46.5,0,0,53.0,1,44,44,44,10,17,7,38,30,23,41,1,1,49,7,30,24,56,5,11,24,40,41,8,7,51,22,8,1,12,1,36:08
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300176,2023-11-11T00:00:00,GSW vs. CLE,L,32.55,9,24,0.375,4,14,0.286,8,8,1.0,1,2,3,2,4,1,1,0,1,4,30,-8,38.6,0,0,43.0,1,44,44,44,36,27,9,50,40,17,58,6,9,1,7,56,47,64,9,11,5,1,15,26,24,61,41,8,1,38,1,32:33
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300169,2023-11-08T00:00:00,GSW @ DEN,L,34.46666666666667,6,17,0.353,6,13,0.462,5,5,1.0,1,4,5,4,3,1,0,1,2,6,23,-10,35.0,0,0,40.0,1,44,44,44,26,56,51,58,18,23,23,22,26,1,7,30,24,45,25,11,24,40,41,8,50,66,53,8,1,50,1,34:28
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300145,2023-11-06T00:00:00,GSW @ DET,W,32.62833333333333,12,26,0.462,7,17,0.412,3,4,0.75,0,2,2,4,3,0,0,1,1,4,34,17,39.4,0,0,47.0,1,1,1,1,35,9,4,35,9,6,37,40,33,60,29,56,57,45,25,40,24,40,15,26,12,8,40,8,1,31,1,32:38
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300142,2023-11-05T00:00:00,GSW @ CLE,L,30.821666666666665,8,16,0.5,7,11,0.636,5,6,0.833,0,2,2,4,6,1,0,0,0,3,28,-6,33.4,0,0,43.0,1,44,44,44,57,38,54,21,9,39,5,22,18,54,29,56,57,45,3,11,24,1,1,33,33,57,56,8,1,38,1,30:49
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300005,2023-11-03T00:00:00,GSW @ OKC,W,31.385,9,15,0.6,5,10,0.5,7,7,1.0,3,5,8,7,3,2,0,0,1,3,30,5,53.1,0,0,54.0,1,1,1,1,51,27,58,9,30,46,17,11,14,1,1,18,5,14,25,5,24,1,15,33,24,32,9,8,1,11,1,31:23
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300126,2023-11-01T00:00:00,GSW vs. SAC,W,32.33,7,15,0.467,4,10,0.4,3,3,1.0,1,4,5,3,7,0,0,0,3,2,21,-6,24.5,0,0,33.0,1,1,1,1,39,49,58,33,40,46,38,40,44,1,7,30,24,56,1,40,24,1,62,51,55,57,66,8,1,59,1,32:20
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300108,2023-10-30T00:00:00,GSW @ NOP,W,30.033333333333335,15,22,0.682,7,13,0.538,5,7,0.714,0,5,5,5,3,2,0,1,1,5,42,13,58.5,0,0,63.0,1,1,1,1,64,3,20,4,9,23,15,22,14,66,29,18,24,35,25,5,24,40,15,14,3,12,4,8,1,3,1,30:02
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300096,2023-10-29T00:00:00,GSW @ HOU,W,31.428333333333335,6,16,0.375,6,14,0.429,6,6,1.0,1,6,7,6,1,0,1,0,1,6,24,-2,43.4,0,0,45.0,1,1,1,1,50,56,54,50,18,17,33,16,18,1,7,11,8,20,61,40,5,1,15,8,48,45,32,8,1,35,1,31:26
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300087,2023-10-27T00:00:00,GSW @ SAC,W,34.833333333333336,14,19,0.737,7,10,0.7,6,6,1.0,1,3,4,4,4,2,0,0,0,7,41,10,53.8,0,0,60.0,1,1,1,1,19,6,38,2,9,46,3,16,18,1,7,43,36,45,9,5,24,1,1,4,5,21,7,8,1,5,1,34:50
2023-24,201939,Stephen Curry,Stephen,1610612744,GSW,Golden State Warriors,0022300062,2023-10-24T00:00:00,GSW vs. PHX,L,30.748333333333335,8,20,0.4,4,14,0.286,7,7,1.0,1,4,5,1,2,1,0,0,5,6,27,-9,35.5,0,0,39.0,1,44,44,44,59,38,31,43,40,17,58,11,14,1,7,30,24,68,40,11,24,1,72,8,35,64,50,8,1,52,1,30:45
