Player,Stat Type,Prop Team,Home vs. Away,Expected Value,Prop Line,Probability Over,Probability Under,Max Probability
Karl-Anthony Towns,assists,BOS,1,2.7518838503798473,2.5,0.38143174453964956,0.6185682554603504,0.6185682554603504
Lauri Markkanen,assists,HOU,0,1.2299625788570676,0.5,0.6158954712977859,0.3841045287022141,0.6158954712977859
Mikal Bridges,points,BOS,1,17.638624211457824,16.5,0.6137998455568752,0.3862001544431248,0.6137998455568752
Ziaire Williams,points,PHI,1,7.4838113448589745,9.5,0.386914885286491,0.613085114713509,0.613085114713509
Michael Porter Jr.,points,LAL,0,17.482448072174453,16.5,0.6070486752270022,0.39295132477299777,0.6070486752270022
Jaylen Brown,rebounds,NYK,0,5.737306128221115,5.5,0.39562364747443635,0.6043763525255637,0.6043763525255637
LeBron James,points,DEN,1,23.709566235887493,24.5,0.4022883085014576,0.5977116914985424,0.5977116914985424
Deni Avdija,points,CHA,0,14.272757834742928,15.5,0.40592695201871676,0.5940730479812832,0.5940730479812832
Guerschon Yabusele,assists,BKN,0,1.6416424773150076,1.5,0.40921804744508394,0.5907819525549161,0.5907819525549161
Karl-Anthony Towns,rebounds,BOS,1,12.249548675574616,12.5,0.4092429046513285,0.5907570953486715,0.5907570953486715
Chris Paul,points,NOP,1,9.02741466533634,9.5,0.4102210846892812,0.5897789153107188,0.5897789153107188
Quentin Grimes,points,BKN,0,10.509309448173028,11.5,0.5880088730062643,0.41199112699373575,0.5880088730062643
Guerschon Yabusele,rebounds,BKN,0,4.368279532119084,4.5,0.4135029373988265,0.5864970626011735,0.5864970626011735
Trey Murphy III,points,SAS,0,21.468325045596274,22.5,0.4138249781483466,0.5861750218516534,0.5861750218516534
Paul George,assists,BKN,0,3.6817060550017935,3.5,0.41518191242411384,0.5848180875758862,0.5848180875758862
Stephen Curry,assists,DAL,0,5.847454347844269,5.5,0.41622710209675584,0.5837728979032442,0.5837728979032442
Mark Williams,points,POR,1,12.4469084176193,13.5,0.5836778323966834,0.41632216760331664,0.5836778323966834
Josh Hart,assists,BOS,1,5.24113074247001,5.5,0.4163498653448279,0.5836501346551721,0.5836501346551721
Seth Curry,assists,POR,1,0.4289549839861848,0.5,0.41720669212614836,0.5827933078738516,0.5827933078738516
Julian Strawther,points,LAL,0,9.290252888072445,8.5,0.5801433422290003,0.41985665777099973,0.5801433422290003
Dorian Finney-Smith,points,DEN,1,7.012234816450735,6.5,0.5785353229361443,0.42146467706385565,0.5785353229361443
Tyrese Martin,rebounds,PHI,1,4.467097258989243,3.5,0.5768027309886445,0.42319726901135546,0.5768027309886445
Russell Westbrook,assists,LAL,0,5.582084317859812,5.5,0.4286026153661322,0.5713973846338678,0.5713973846338678
Michael Porter Jr.,rebounds,LAL,0,5.8940463938426655,5.5,0.4307347920154372,0.5692652079845628,0.5692652079845628
LaMelo Ball,assists,POR,1,6.8448664481954715,6.5,0.4318168070780677,0.5681831929219323,0.5681831929219323
Zaccharie Risacher,rebounds,DET,0,2.870841126923516,2.5,0.43196483135624786,0.5680351686437521,0.5680351686437521
Kyrie Irving,rebounds,GSW,1,4.948791904691195,4.5,0.43206370506946956,0.5679362949305304,0.5679362949305304
Buddy Hield,rebounds,DAL,0,2.54226974272441,2.5,0.43660414559837335,0.5633958544016267,0.5633958544016267
Anthony Black,assists,WAS,0,2.932370780581129,2.5,0.43836958986727725,0.5616304101327227,0.5616304101327227
Bilal Coulibaly,points,ORL,1,11.136035268823475,12.5,0.4385595621255438,0.5614404378744562,0.5614404378744562
Jabari Smith Jr.,rebounds,UTA,1,5.675713976510013,5.5,0.4407677891950601,0.5592322108049399,0.5592322108049399
Gabe Vincent,points,DEN,1,4.885967315402689,6.5,0.4412838911493493,0.5587161088506507,0.5587161088506507
Zion Williamson,points,SAS,0,23.838936143731697,24.5,0.44223526099608335,0.5577647390039167,0.5577647390039167
Aaron Gordon,points,LAL,0,12.223865656995544,12.5,0.44556342391780923,0.5544365760821908,0.5544365760821908
Christian Braun,points,LAL,0,14.083133043438345,14.5,0.4464709035358112,0.5535290964641888,0.5535290964641888
Jrue Holiday,rebounds,NYK,0,4.008701218818583,3.5,0.4473672432440814,0.5526327567559186,0.5526327567559186
Yves Missi,points,SAS,0,7.265034421452825,7.5,0.5503394909079764,0.4496605090920236,0.5503394909079764
LaMelo Ball,points,POR,1,26.055320679871997,25.5,0.5500226524770526,0.4499773475229473,0.5500226524770526
Jalen Brunson,points,BOS,1,26.16548918104774,26.5,0.45066435796980164,0.5493356420301984,0.5493356420301984
Trae Young,points,DET,0,28.086753073613977,27.5,0.5492215828216105,0.45077841717838957,0.5492215828216105
Austin Reaves,points,DEN,1,19.24790425859958,19.5,0.45197901289874876,0.5480209871012512,0.5480209871012512
Tobias Harris,points,ATL,1,15.349005900419119,15.5,0.5475954304997989,0.45240456950020114,0.5475954304997989
De'Aaron Fox,assists,NOP,1,5.918763940510634,5.5,0.4524700664488108,0.5475299335511892,0.5475299335511892
Jabari Smith Jr.,points,UTA,1,13.100043242055733,12.5,0.5466971625356356,0.4533028374643644,0.5466971625356356
DeAndre Jordan,points,LAL,0,3.059685957266925,2.5,0.5460726353120405,0.45392736468795947,0.5460726353120405
Jaylen Brown,points,NYK,0,21.206891209978735,21.5,0.45478528561827125,0.5452147143817287,0.5452147143817287
Shaedon Sharpe,points,CHA,0,14.934945318518643,14.5,0.5443625462509005,0.4556374537490995,0.5443625462509005
Joel Embiid,rebounds,BKN,0,9.771196498882173,9.5,0.4572433554812738,0.5427566445187262,0.5427566445187262
Devin Vassell,points,NOP,1,16.263855589129722,16.5,0.46035918915425544,0.5396408108457446,0.5396408108457446
Al Horford,rebounds,NYK,0,5.297886868065245,4.5,0.5358422212059128,0.46415777879408715,0.5358422212059128
Jayson Tatum,rebounds,NYK,0,7.77991433608987,7.5,0.4649152467920704,0.5350847532079296,0.5350847532079296
Jamal Murray,points,LAL,0,20.80024255369957,21.5,0.5345505531218933,0.46544944687810674,0.5345505531218933
Shaedon Sharpe,assists,CHA,0,2.1197660184850733,1.5,0.532285106575288,0.46771489342471195,0.532285106575288
Rui Hachimura,rebounds,DEN,1,5.087816748490744,4.5,0.4705632697355172,0.5294367302644828,0.5294367302644828
Zaccharie Risacher,points,DET,0,11.183611524882295,11.5,0.47137126996302303,0.528628730036977,0.528628730036977
Dorian Finney-Smith,rebounds,DEN,1,3.4203527855222524,2.5,0.5282090258472417,0.4717909741527583,0.5282090258472417
De'Aaron Fox,points,NOP,1,25.573774175000096,25.5,0.5281926228929548,0.4718073771070453,0.5281926228929548
Aaron Gordon,rebounds,LAL,0,4.794367776846365,4.5,0.47417905207990774,0.5258209479200923,0.5258209479200923
Dillon Brooks,points,UTA,1,12.465750740602733,12.5,0.5229844627807132,0.4770155372192868,0.5229844627807132
Karl-Anthony Towns,points,BOS,1,23.872316542450612,24.5,0.47902305978073845,0.5209769402192616,0.5209769402192616
Franz Wagner,assists,WAS,0,3.93990772308293,3.5,0.5197882262400111,0.4802117737599889,0.5197882262400111
Josh Green,points,POR,1,7.394481915217083,7.5,0.5185290215153653,0.4814709784846347,0.5185290215153653
Lauri Markkanen,points,HOU,0,19.48977782019196,19.5,0.48191623984555687,0.5180837601544431,0.5180837601544431
Rui Hachimura,points,DEN,1,13.76415387415429,13.5,0.5180503266302771,0.48194967336972294,0.5180503266302771
DeAndre Jordan,rebounds,LAL,0,4.3805227337289185,3.5,0.5118319778189694,0.4881680221810306,0.5118319778189694
Anthony Black,points,WAS,0,7.983513878958489,8.5,0.48842865816624625,0.5115713418337537,0.5115713418337537
Jalen Wilson,points,PHI,1,8.124253032119821,8.5,0.48868154221146276,0.5113184577885372,0.5113184577885372
Jayson Tatum,points,NYK,0,27.11349786836326,26.5,0.5065731200903307,0.49342687990966927,0.5065731200903307
Klay Thompson,points,GSW,1,13.48701791231202,13.5,0.5039487210165409,0.49605127898345913,0.5039487210165409
Dorian Finney-Smith,assists,DEN,1,1.070925179208299,0.5,0.4969307316786826,0.5030692683213174,0.5030692683213174
Jordan Poole,points,ORL,1,22.154573509079942,22.5,0.49982969960359447,0.5001703003964055,0.5001703003964055
