Player,Points Mean,Points Std Dev,Points Distribution,Points MSE,Points Params,Rebounds Mean,Rebounds Std Dev,Rebounds Distribution,Rebounds MSE,Rebounds Params,Assists Mean,Assists Std Dev,Assists Distribution,Assists MSE,Assists Params,Total Mean,Total Std Dev,Total Distribution,Total MSE,Total Params
Deni Avdija,17.215564808627533,7.253283529097844,beta,332.6011275027248,"(np.float64(0.8063912611823993), np.float64(0.9191507017805591), np.float64(5.999496760695219), np.float64(24.000503239304784))",8.606607292175495,3.8140098885184863,triang,56.328396832387135,"(np.float64(0.9999999999497549), np.float64(-2.181041730560384), np.float64(16.18147353451034))",3.8,3.8,expon,17.560309183668597,"(0.0, 3.8)",27.766666666666666,16.766666666666666,expon,845.2571843529247,"(11.0, 16.766666666666666)"
Bub Carrington,9.233333333333333,9.233333333333333,expon,114.82813111445786,"(0.0, 9.233333333333333)",3.505460087496993,2.0832288766455767,rayleigh,16.341470709135887,"(-0.47987837299257774, np.float64(3.1798400271984892))",5.5,2.598076211353316,uniform,19.8559670781893,"(1.0, 9.0)",16.528177930379133,8.504256669331962,beta,333.8953908364792,"(np.float64(0.8596033414790514), np.float64(1.219674131655889), np.float64(3.9999999999999996), np.float64(30.30416110905553))"
Donovan Clingan,5.666666666666667,5.666666666666667,expon,53.33900667028262,"(0.0, 5.666666666666667)",7.4,6.4,expon,74.66253595227913,"(1.0, 6.4)",2.0,1.1547005383792515,uniform,1.7604166666666667,"(0.0, 4.0)",14.166402553430727,8.071267991646614,beta,256.76838798956436,"(np.float64(0.9964847345227841), np.float64(3.371660490894481), np.float64(3.9999999999999996), np.float64(44.56498051092117))"
Kyshawn George,8.666666666666666,8.666666666666666,expon,100.1319795991747,"(0.0, 8.666666666666666)",4.014303370155052,2.32116026293649,gumbel_r,19.796821460701686,"(np.float64(2.969657748592877), 1.8098012321622998)",2.1666666666666665,2.1666666666666665,expon,6.333157441926957,"(0.0, 2.1666666666666665)",14.903663771478168,7.068495099040714,beta,258.4226946097106,"(np.float64(0.9556206730260315), np.float64(1.8549957443829987), np.float64(4.999999999999999), np.float64(29.12808478752671))"
Scoot Henderson,13.9991560416509,14.1400064369571,chi2,252.06706195204913,"(np.float64(1.960353941388612), np.float64(-2.4972092560436968e-26), np.float64(7.141136988626979))",3.1333333333333333,3.1333333333333333,expon,14.385206460200008,"(0.0, 3.1333333333333333)",5.331928487940949,2.8174416966806572,beta,34.67540189410701,"(np.float64(0.9156428391155453), np.float64(1.211034372130596), np.float64(0.9999999999999999), np.float64(10.061361485610252))",22.3,18.3,expon,599.1170916229174,"(4.0, 18.3)"
Alex Sarr,12.0,5.773502691896257,uniform,177.20508333333333,"(2.0, 20.0)",8.0,3.4641016151377544,uniform,57.50300925925926,"(2.0, 12.0)",2.5,1.4433756729740643,uniform,7.134666666666667,"(0.0, 5.0)",21.0,7.259629620181888,laplace,514.7273991945381,"(np.float64(21.0), np.float64(5.133333333333334))"
Jordan Poole,20.506641369738475,9.824518540128992,t,541.8778967748051,"(np.float64(4.265757315482683), np.float64(20.506641369738475), np.float64(7.16011338801583))",4.0,1.8384776310850237,laplace,17.574390284539422,"(np.float64(4.0), np.float64(1.3))",4.7,2.7,expon,26.173088779080565,"(2.0, 2.7)",29.966666666666665,24.966666666666665,expon,1001.9609932233092,"(5.0, 24.966666666666665)"
Corey Kispert,11.824027393995252,7.111849021278009,beta,184.00023817832653,"(np.float64(0.9863225168800034), np.float64(1.101977131486751), np.float64(-5.960202460929963e-27), np.float64(25.034521494314838))",3.5,2.0207259421636903,uniform,9.36734693877551,"(0.0, 7.0)",inf,inf,pareto,5.162688343785654,"(np.float64(0.43572837925772945), np.float64(-0.09302365051333501), np.float64(0.093023650513335))",16.660686698452224,8.31647300878139,beta,324.7396999003133,"(np.float64(0.8736738442166336), np.float64(1.133710251662802), np.float64(3.9999999999999996), np.float64(29.089644024050145))"
Shaedon Sharpe,16.507315048036475,5.707673820859393,beta,296.8225030940612,"(np.float64(0.9844283877920661), np.float64(1.0912629088398305), np.float64(6.999999999999999), np.float64(20.046405959307936))",3.7666666666666666,2.7666666666666666,expon,18.82222491707146,"(1.0, 2.7666666666666666)",2.5548762679180967,1.819166654819217,rayleigh,9.793926022244156,"(-0.9252957461935505, np.float64(2.776775518997895))",21.10935954638434,7.078926065183769,beta,541.9930843146227,"(np.float64(0.8258055881097166), np.float64(1.2423437482288178), np.float64(10.999999999999998), np.float64(25.317902346144706))"
Bilal Coulibaly,12.142044899720357,6.1079396360532625,invgauss,180.38041337261515,"(np.float64(0.03663369838844638), np.float64(-19.769979370251306), np.float64(871.1111810659049))",5.0,2.4041630560342613,laplace,27.188888347550648,"(np.float64(5.0), np.float64(1.7))",3.7333333333333334,3.7333333333333334,expon,20.021102532033005,"(0.0, 3.7333333333333334)",19.80891022415024,7.938608276505316,triang,481.6996104815441,"(np.float64(0.430004165964313), np.float64(1.3310308273384202), np.float64(38.76466901972567))"
Toumani Camara,12.0,6.928203230275509,uniform,174.20978009259258,"(0.0, 24.0)",7.5,3.7527767497325675,uniform,54.56429980276134,"(1.0, 13.0)",2.1,2.1,expon,6.16209053159439,"(0.0, 2.1)",20.33103922616936,7.585561170091041,logistic,470.4402236229867,"(np.float64(20.33103922616936), np.float64(4.18213906106073))"
Shai Gilgeous-Alexander,34.14233184932157,9.17516825192358,beta,1231.4283960605196,"(np.float64(0.8984795071039002), np.float64(1.4790965803760083), np.float64(20.999999999999996), np.float64(34.77752546565226))",5.0,5.0,expon,32.18683178870261,"(0.0, 5.0)",5.5,2.598076211353316,uniform,42.78559670781894,"(1.0, 9.0)",44.41040795863451,12.541324010628466,gumbel_l,2130.8040889030462,"(np.float64(50.054671056487685), 9.778430214322112)"
Jalen Williams,20.333333333333332,10.333333333333332,expon,443.18813493144955,"(10.0, 10.333333333333332)",5.0,4.0,expon,28.157255990968427,"(1.0, 4.0)",5.266666666666667,3.2666666666666666,expon,30.79865257536214,"(2.0, 3.2666666666666666)",30.6,11.600000000000001,expon,971.1428859059131,"(19.0, 11.600000000000001)"
Cason Wallace,10.0,4.618802153517006,uniform,84.71471354166667,"(2.0, 16.0)",4.5,2.598076211353316,uniform,18.448559670781894,"(0.0, 9.0)",2.0,1.8384776310850237,laplace,9.39472890035996,"(np.float64(2.0), np.float64(1.3))",14.349602071667071,6.240228068052734,invgauss,243.04043834301618,"(np.float64(0.02504527320499416), np.float64(-25.081378368464513), np.float64(1574.3881137726553))"
Isaiah Joe,10.336385473321583,5.7008676503571625,rayleigh,139.01070486667155,"(-0.569707160010607, np.float64(8.70180293082162))",,,cauchy,7.439563626923528,"(np.float64(2.0422652838809876), np.float64(0.5437574160801886))",1.5,0.8660254037844386,uniform,2.148148148148148,"(0.0, 3.0)",13.3365493006163,6.079999649804952,gumbel_r,226.47777174306114,"(np.float64(10.60022595634488), 4.740556278454792)"
Trendon Watford,9.565859033588817,5.231290540032305,beta,112.82948794249418,"(np.float64(1.0391686692219841), np.float64(0.9145073758649618), np.float64(-0.01798389146848635), np.float64(18.01798389146849))",3.0454545454545454,3.0454545454545454,expon,11.485781980841471,"(0.0, 3.0454545454545454)",1.8636363636363635,1.8636363636363635,expon,5.184184138003416,"(0.0, 1.8636363636363635)",11.5,6.639528095680696,uniform,242.10860972675712,"(0.0, 23.0)"
Ziaire Williams,9.165652835728295,5.824915737857168,beta,120.561173673623,"(np.float64(0.9120370553829331), np.float64(1.6558504283004147), np.float64(0.9999999999999999), np.float64(22.990817740586404))",4.866666666666666,4.866666666666666,expon,28.4606821208659,"(0.0, 4.866666666666666)",2.0,1.1547005383792515,uniform,3.9770833333333333,"(0.0, 4.0)",16.06669225351878,7.567153471995197,t,314.3582292672458,"(np.float64(401900207.6105815), np.float64(16.06669225351878), np.float64(7.567153453166759))"
Day'Ron Sharpe,8.0,4.618802153517006,uniform,78.473046875,"(0.0, 16.0)",6.766666666666667,3.7666666666666666,expon,52.98903062792694,"(3.0, 3.7666666666666666)",2.5,1.4433756729740643,uniform,4.348,"(0.0, 5.0)",16.0,5.79827560572969,laplace,310.3678444631203,"(np.float64(16.0), np.float64(4.1))"
Keon Johnson,12.965636937557196,5.63286805515344,triang,217.5283543872364,"(np.float64(7.085447599990223e-09), np.float64(4.9995584542361975), np.float64(23.89823528063331))",4.5,2.598076211353316,uniform,22.89300411522634,"(0.0, 9.0)",2.7333333333333334,2.7333333333333334,expon,10.278617765926203,"(0.0, 2.7333333333333334)",20.433333333333334,14.433333333333334,expon,467.31826535634394,"(6.0, 14.433333333333334)"
Chet Holmgren,15.333333333333334,15.333333333333334,expon,298.19754882943505,"(0.0, 15.333333333333334)",8.321488993917058,4.480002391092142,beta,78.93906128501291,"(np.float64(0.8791904362431829), np.float64(0.9221656325239472), np.float64(0.9999999999999999), np.float64(15.000855432367661))",1.6666666666666667,1.6666666666666667,expon,5.116226534085515,"(0.0, 1.6666666666666667)",25.066666666666666,21.066666666666666,expon,742.6534037493925,"(4.0, 21.066666666666666)"
Alex Caruso,6.866666666666666,6.866666666666666,expon,66.88164282388331,"(0.0, 6.866666666666666)",2.9134641339121323,1.8886965272241663,beta,10.730297273199026,"(np.float64(0.9813866499995195), np.float64(1.3907568342943541), np.float64(-2.1534754375536177e-22), np.float64(7.042234538229089))",2.8653940720542557,1.7976991113199718,beta,10.151265645494293,"(np.float64(0.8771978246410603), np.float64(0.9450165919971611), np.float64(-0.044258017005827655), np.float64(6.044258017005829))",11.0,6.350852961085883,uniform,184.75612947658402,"(0.0, 22.0)"
Aaron Wiggins,13.631917062097262,7.63779523798348,weibull_min,240.21612970865826,"(np.float64(1.3125471220738274), np.float64(3.6964684812042945), np.float64(10.778108382746565))",7.0,4.041451884327381,uniform,25.15969387755102,"(0.0, 14.0)",1.602244535122368,1.448656736620527,logistic,4.889766801132605,"(np.float64(1.602244535122368), np.float64(0.7986863184463331))",19.033333333333335,15.033333333333335,expon,477.04310193576407,"(4.0, 15.033333333333335)"
Killian Hayes,4.622357742914298,2.9414243346143834,genextreme,27.3576145407162,"(np.float64(1.2284426943103135), np.float64(4.875683332726114), np.float64(2.609601290314239))",inf,inf,pareto,4.415133215526038,"(np.float64(0.7101925219001894), np.float64(0.6620231657343618), np.float64(0.3379768342656381))",5.284401946004293,1.9202813742350175,triang,36.043886172351115,"(np.float64(0.9999987460749402), np.float64(-0.1469739800237182), np.float64(8.147068996949006))",12.852992942450587,8.28657024685822,genextreme,191.1489324465772,"(np.float64(1.5507525946479208), np.float64(14.266227768262874), np.float64(5.790156976190707))"
Isaiah Hartenstein,10.906726136290146,4.854528004213584,beta,129.84540772067552,"(np.float64(0.938069672537817), np.float64(1.673894477791771), np.float64(3.9999999999999996), np.float64(19.23111000415269))",12.0,3.629814810090944,laplace,141.0436851284945,"(np.float64(12.0), np.float64(2.566666666666667))",3.8,2.8,expon,17.807634150217503,"(1.0, 2.8)",26.0,6.316820578599825,laplace,704.0558083459819,"(np.float64(26.0), np.float64(4.466666666666667))"
Tosan Evbuomwan,9.45,7.449999999999999,expon,114.77598592069678,"(2.0, 7.449999999999999)",4.1,3.0999999999999996,expon,20.09250235604544,"(1.0, 3.0999999999999996)",2.5,0.8660254037844386,uniform,3.305555555555556,"(1.0, 3.0)",15.950116177512449,7.008974410927598,beta,271.6953453336067,"(np.float64(0.9636413984138453), np.float64(0.9737315237860126), np.float64(3.9999999999999996), np.float64(24.025359991344317))"
Jalen Wilson,9.357902086190458,4.382607815103945,logistic,103.51479057248098,"(np.float64(9.357902086190458), np.float64(2.4162583257681716))",3.6333333333333333,2.6333333333333333,expon,16.34510821138553,"(1.0, 2.6333333333333333)",2.0,2.0,expon,6.466174295166595,"(0.0, 2.0)",15.203692178374318,5.788173169009113,gumbel_r,247.48017835835248,"(np.float64(12.59870627783184), 4.513020104862996)"
Trae Young,24.98801602386302,9.304580095594988,beta,763.8742389537751,"(np.float64(0.8499196579794535), np.float64(1.1149886908561784), np.float64(10.999999999999998), np.float64(32.33855013340507))",2.533333333333333,2.533333333333333,expon,8.66698143949674,"(0.0, 2.533333333333333)",12.0,4.618802153517006,uniform,133.973046875,"(4.0, 16.0)",39.86666666666667,15.866666666666667,expon,1676.158758463851,"(24.0, 15.866666666666667)"
Andrew Wiggins,17.5,7.794228634059948,uniform,370.40612711476905,"(4.0, 27.0)",4.9,3.9000000000000004,expon,31.089718213742664,"(1.0, 3.9000000000000004)",3.0,1.7320508075688772,uniform,7.462037037037036,"(0.0, 6.0)",25.2,18.2,expon,711.5604503245855,"(7.0, 18.2)"
Terance Mann,6.433333333333334,6.433333333333334,expon,63.25266030689727,"(0.0, 6.433333333333334)",2.6251085475918554,1.846387815450521,beta,9.044505709455226,"(np.float64(0.765671307299233), np.float64(0.944044384808061), np.float64(-0.11211185426852104), np.float64(6.112111854268522))",1.6333333333333333,1.6333333333333333,expon,5.709397234368002,"(0.0, 1.6333333333333333)",10.122378200556282,6.668198042500559,beta,145.96638870003798,"(np.float64(0.899489482741975), np.float64(1.7576971290975012), np.float64(0.9999999999999999), np.float64(26.948465421477106))"
Clint Capela,7.750248685570552,3.7869380801579386,weibull_min,73.57531963357657,"(np.float64(1.662911638657191), np.float64(1.6201672151582538), np.float64(6.859456707321233))",9.266666666666667,5.2666666666666675,expon,97.68412467525147,"(4.0, 5.2666666666666675)",1.5,0.8660254037844386,uniform,1.8703703703703705,"(0.0, 3.0)",18.332115355338214,10.86994484764049,chi2,357.3576156824318,"(np.float64(1.8069819199731474), np.float64(7.999999999999999), np.float64(5.717885298759245))"
Davion Mitchell,6.233333333333333,6.233333333333333,expon,55.67766766702899,"(0.0, 6.233333333333333)",1.6666666666666667,1.6666666666666667,expon,4.518962521929816,"(0.0, 1.6666666666666667)",4.5,2.598076211353316,uniform,17.415226337448562,"(0.0, 9.0)",11.160376488247392,6.2110174635960185,rayleigh,161.5742247860709,"(-0.7216625204951254, np.float64(9.480495475933038))"
Dyson Daniels,14.598737099310396,5.8238733964493115,beta,226.64798947706115,"(np.float64(1.0703565415203042), np.float64(0.9297077485000469), np.float64(3.7752248068292027), np.float64(20.2247751931708))",7.255370294407901,2.6478602760951833,triang,43.49277636969975,"(np.float64(0.9999999998681977), np.float64(-0.23390953303765155), np.float64(11.233919741908657))",5.5,2.598076211353316,uniform,23.063374485596707,"(1.0, 9.0)",24.8,13.8,expon,654.8721233618932,"(11.0, 13.8)"
Georges Niang,9.933333333333334,6.933333333333334,expon,131.20477142732517,"(3.0, 6.933333333333334)",3.6333333333333333,3.6333333333333333,expon,17.279603964549423,"(0.0, 3.6333333333333333)",2.5,1.4433756729740643,uniform,3.4613333333333336,"(0.0, 5.0)",13.0,7.7781745930520225,laplace,273.9886988143904,"(np.float64(13.0), np.float64(5.5))"
Bam Adebayo,17.0,7.505553499465135,uniform,343.97564102564104,"(4.0, 26.0)",10.0,3.4641016151377544,uniform,102.20300925925926,"(4.0, 12.0)",5.0,2.8867513459481287,uniform,20.26366666666667,"(0.0, 10.0)",30.866666666666667,16.866666666666667,expon,1021.0476506096488,"(14.0, 16.866666666666667)"
Tyler Herro,23.9,12.899999999999999,expon,630.2865203219791,"(11.0, 12.899999999999999)",6.2153181597040295,3.2286443008499055,beta,40.27977926199104,"(np.float64(0.9298987533937222), np.float64(1.0686120654180056), np.float64(0.9999999999999999), np.float64(11.208607095853043))",6.35750268190091,2.8697505176127613,beta,43.70497658526268,"(np.float64(0.8762569043399817), np.float64(1.150223681779342), np.float64(1.9999999999999998), np.float64(10.07740372155624))",35.02425049717893,10.411117394268372,beta,1374.5838282273621,"(np.float64(0.8888918271900093), np.float64(1.406642913601851), np.float64(19.999999999999996), np.float64(38.79964683628634))"
Zaccharie Risacher,11.266666666666667,9.266666666666667,expon,161.94962813409182,"(2.0, 9.266666666666667)",3.5,3.5,expon,18.025557358082857,"(0.0, 3.5)",2.0,1.1547005383792515,uniform,2.54375,"(0.0, 4.0)",17.84163497319423,16.516495463694113,chi2,304.93402664885645,"(np.float64(1.8398998954891477), np.float64(1.9999999999999998), np.float64(8.610052651251792))"
Caris LeVert,10.3,10.3,expon,140.1614971523044,"(0.0, 10.3)",3.0,2.074179891480539,laplace,14.659720133750113,"(np.float64(3.0), np.float64(1.4666666666666666))",3.0,2.2627416997969525,laplace,13.211908147377091,"(np.float64(3.0), np.float64(1.6))",16.633333333333333,7.687580171217005,norm,334.770170835313,"(np.float64(16.633333333333333), np.float64(7.687580171217005))"
Onyeka Okongwu,13.079492166786688,5.846287926381014,weibull_min,204.34716473937547,"(np.float64(2.3355912905471685), np.float64(0.22439133049632687), np.float64(14.507694737766366))",12.0,5.196152422706632,uniform,94.03528806584362,"(3.0, 18.0)",2.6333333333333333,2.6333333333333333,expon,10.207789868175183,"(0.0, 2.6333333333333333)",24.8,13.8,expon,695.4948127710518,"(11.0, 13.8)"
Kel'el Ware,12.5,7.216878364870322,uniform,156.04272,"(0.0, 25.0)",7.5,4.330127018922194,uniform,77.0957037037037,"(0.0, 15.0)",inf,inf,pareto,2.435187015652193,"(np.float64(0.5676392044196588), np.float64(-0.13246667952773916), np.float64(0.13246667952773913))",17.0,10.323759005323593,laplace,458.644954580898,"(np.float64(17.0), np.float64(7.3))"
Mouhamed Gueye,5.818181818181818,5.818181818181818,expon,53.92752674294727,"(0.0, 5.818181818181818)",3.758295776602792,2.6866083415717825,rayleigh,21.553200013168972,"(-1.3813428257473501, np.float64(4.100838288921596))",0.7272727272727273,0.7272727272727273,expon,0.8820046905642139,"(0.0, 0.7272727272727273)",inf,inf,pareto,153.1219211761068,"(np.float64(0.23103656569491213), np.float64(1.963410491572378), np.float64(0.03658950842762198))"
Kawhi Leonard,16.875,10.875,expon,321.7334907151537,"(6.0, 10.875)",4.865350402767523,2.3898515648279473,beta,22.62616818116536,"(np.float64(0.8984940408575608), np.float64(0.9931823937273891), np.float64(0.9999999999999999), np.float64(8.13805315987393))",2.75,2.75,expon,9.859705480001434,"(0.0, 2.75)",inf,inf,pareto,608.4412095542143,"(np.float64(0.14331072475620343), np.float64(11.995749160563953), np.float64(0.00425083943604676))"
Coby White,18.5,6.7410846473117525,laplace,353.1860877094924,"(np.float64(18.5), np.float64(4.766666666666667))",3.066666666666667,3.066666666666667,expon,12.787743979342943,"(0.0, 3.066666666666667)",5.028512965073055,2.660599206413956,beta,27.06193881307134,"(np.float64(1.3008863224546845), np.float64(0.9043339747646206), np.float64(-0.6844794776661423), np.float64(9.684479477666144))",25.666666666666668,15.666666666666668,expon,717.1977083027864,"(10.0, 15.666666666666668)"
Derrick Jones Jr.,9.631808674629706,5.816010197436152,beta,134.71574171833308,"(np.float64(0.9376599548683013), np.float64(8637485.20446777), np.float64(3.9999999999999996), np.float64(51878795.85735446))",3.6333333333333333,3.6333333333333333,expon,17.6556581036531,"(0.0, 3.6333333333333333)",0.7666666666666667,0.7666666666666667,expon,1.340742105228444,"(0.0, 0.7666666666666667)",15.271083209953527,6.217309983530462,weibull_min,267.1568154298956,"(np.float64(1.1846427750888409), np.float64(7.93315630184129), np.float64(7.774517042098214))"
Ayo Dosunmu,16.0,6.350852961085883,uniform,197.21673553719003,"(5.0, 22.0)",3.1333333333333333,3.1333333333333333,expon,13.790030744606826,"(0.0, 3.1333333333333333)",4.565185347719377,2.6123473458788657,gamma,28.980990026762225,"(np.float64(0.9642189398752299), np.float64(1.9999999999999998), np.float64(2.660376436964942))",20.775770464164076,8.721802726455955,beta,490.68997369494605,"(np.float64(0.8884732631161969), np.float64(4.561683875554698), np.float64(10.999999999999998), np.float64(59.96746035373256))"
Ben Simmons,7.5,4.330127018922194,uniform,59.81792592592593,"(0.0, 15.0)",5.033333333333333,3.033333333333333,expon,29.084070808703302,"(2.0, 3.033333333333333)",7.0,2.6398653164297774,laplace,52.060990790252475,"(np.float64(7.0), np.float64(1.8666666666666667))",17.5,7.794228634059948,uniform,382.41106538637393,"(4.0, 27.0)"
Zach Collins,inf,inf,pareto,51.24890290091703,"(np.float64(0.4527500076729795), np.float64(-0.24782112272140913), np.float64(0.2478211227214091))",3.0,3.0,expon,14.657754600545221,"(0.0, 3.0)",1.2,1.2,expon,3.3142040572897318,"(0.0, 1.2)",8.933333333333334,8.933333333333334,expon,138.23413826581438,"(0.0, 8.933333333333334)"
James Harden,21.078155553014167,6.9505731472147225,logistic,521.1588807858415,"(np.float64(21.078155553014167), np.float64(3.832051815802262))",5.266666666666667,4.266666666666667,expon,35.2140538549668,"(1.0, 4.266666666666667)",9.0,4.618802153517006,uniform,84.38971354166667,"(1.0, 16.0)",35.5,16.5,expon,1327.998297819265,"(19.0, 16.5)"
Ivica Zubac,15.5,6.06217782649107,uniform,279.00007558578983,"(5.0, 21.0)",12.73291689213719,4.539516637962756,beta,177.8922628835153,"(np.float64(0.8661986721217738), np.float64(1.2121116667548613), np.float64(5.999999999999999), np.float64(16.154597366732816))",2.6666666666666665,2.6666666666666665,expon,8.717086622767754,"(0.0, 2.6666666666666665)",31.5,17.5,expon,1071.27072147286,"(14.0, 17.5)"
Josh Giddey,13.733333333333333,13.733333333333333,expon,230.22096893047686,"(0.0, 13.733333333333333)",8.67427385586589,4.199344322572918,beta,85.07424169482034,"(np.float64(0.8454986242832272), np.float64(0.9278004615145494), np.float64(1.9983864925096548), np.float64(14.001613507490347))",7.0,2.8867513459481287,uniform,44.577,"(2.0, 10.0)",28.366666666666667,21.366666666666667,expon,899.0812930687675,"(7.0, 21.366666666666667)"
